NO,作答ID,用户ID,开始时间,结束时间,作答总时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请阅读上述知情同意书,您目前是否在职（包括全职、兼职、灵活、自雇等）？,过去一个月，您平均每周锻炼几次？,您每次锻炼平均多长时间（分钟）,[image],[image],[image],[image],Source,Frame,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,Attitude,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我预计会按照健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我想要按照给的健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我打算按照健身计划的建议去做,Intention,如果你真的很有动力，对你来说，接下来一个月里坚持规律运动的难易程度是？「规律运动」是指：在空闲时间里，每周至少3次，每次持续20到30分钟以上的高强度体育活动，其强度足以感到呼吸急促、心跳加快并大量出汗。,如果你真的很有动力，你有多大信心能在接下来一个月里坚持规律运动？,如果你真的很有动力，你有多确定自己能在接下来一个月里坚持规律运动？,SE,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,Trust,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常思考我的健康问题,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常在意自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常关注自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常检查自己的健康状况,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我会注意一天当中身体的感受,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我通常能意识到自己的健康状况,HC,Sex,您的年龄是,您的工作类型是,您的工作类型是-其他-文本,您的工作方式是,您觉得您平常的工作需要久坐吗,您从事的行业是,您从事的行业是-其他-文本,您的工作地点是,您的最高学历是
103,gnX45EKYX5g,Lz9v1nK7,2026-04-03 17:18:31,2026-04-03 17:23:27,296,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,222.133.2.154,116.3519030,37.4473220,山东省,德州市,MOBILE,Android,Chrome,355px*793px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,40,,,1,,1,1,5,5,6,5.33333333333333,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,5,6,5.83333333333333,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,三线及以下城市,本科
104,lxyapO9Xnmg,eEKgK547,2026-04-03 17:18:56,2026-04-03 17:23:27,271,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,171.107.144.212,108.3242030,22.8397470,广西壮族自治区,南宁市,MOBILE,Android,Chrome,360px*800px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,一个半到两个小时,1,,,,0,1,5,6,6,5.66666666666667,5,5,6,5.33333333333333,5,5,6,5.33333333333333,6,6,5,6,7,6,7,7,7,6,6,6,6.5,1,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,本科
105,bNPBnqkOd1N,e3BqmzwL,2026-04-03 17:19:00,2026-04-03 17:23:19,259,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,61.191.149.96,115.5931480,32.6624690,安徽省,阜阳市,MOBILE,Android,Chrome,346px*730px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,45,1,,,,0,1,6,5,5,5.33333333333333,5,6,6,5.66666666666667,5,6,5,5.33333333333333,6,5,5,6,6,5.6,5,6,6,5,5,6,5.5,1,56,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,副学士 / 大专
106,NRjEbJY4VJg,Lm9o2XnL,2026-04-03 17:18:41,2026-04-03 17:23:19,278,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.73.0.120,114.0535318,22.6389249,广东省,深圳市,MOBILE,iOS,Apple WebKit,440px*956px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,1,,,0,0,6,7,6,6.33333333333333,5,7,6,6,6,7,7,6.66666666666667,6,5,6,7,7,6.2,6,7,7,6,7,6,6.5,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
107,XONEZXxQopr,Lm9OJ6OL,2026-04-03 17:19:03,2026-04-03 17:23:08,245,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,110.176.72.134,111.7135040,35.7550670,山西省,临汾市,MOBILE,Android,Chrome,320px*712px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,,,1,1,0,7,7,7,7,6,7,7,6.66666666666667,5,6,6,5.66666666666667,5,5,4,5,5,4.8,6,7,6,5,6,6,6,1,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
108,bNPBZv3wn4X,5M2QNZke,2026-04-03 17:18:54,2026-04-03 17:23:07,253,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,183.9.1.184,118.7830050,32.0198890,广东省,深圳市,MOBILE,Android,Chrome,361px*801px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,50,,1,,,0,0,6,5,7,6,7,5,6,6,5,6,5,5.33333333333333,6,7,5,6,4,5.6,6,5,7,5,6,4,5.5,1,28,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,二线城市,本科
109,oBgp8k5jZW0,5LmGx0DM,2026-04-03 17:18:37,2026-04-03 17:23:05,268,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.181.228,111.4770630,33.1429600,河南省,南阳市,MOBILE,Android,Chrome,360px*792px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,1,,1,1,6,6,7,6.33333333333333,6,7,7,6.66666666666667,6,6,6,6,5,6,6,4,5,5.2,6,6,6,6,6,6,6,1,45,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,高中及以下
110,WPAnZ19kvDb,M1KwYROL,2026-04-03 17:18:59,2026-04-03 17:23:04,245,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.98.6,111.8957100,36.8877850,山西省,晋中市,MOBILE,Android,Chrome,388px*837px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,,1,,1,1,6,6,7,6.33333333333333,6,7,7,6.66666666666667,5,6,6,5.66666666666667,6,6,6,6,6,6,5,5,5,4,5,5,4.83333333333333,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,本科
111,Q453Zwm4K6G,p7YR63bL,2026-04-03 17:18:30,2026-04-03 17:22:53,263,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.162.185.111,112.9652090,32.6924350,河南省,南阳市,MOBILE,Android,Chrome,362px*804px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,1,,,0,0,6,7,6,6.33333333333333,7,6,5,6,7,7,6,6.66666666666667,6,7,7,7,6,6.6,5,7,7,5,6,6,6,1,39,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
112,WPAnZgQl0KB,JekVWbNL,2026-04-03 17:18:58,2026-04-03 17:22:51,233,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.159.66,117.8528690,33.1504850,安徽省,蚌埠市,MOBILE,Android,Chrome,360px*780px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,1,,,,0,1,6,6,6,6,6,7,6,6.33333333333333,5,6,6,5.66666666666667,5,5,4,6,5,5,5,6,6,5,6,6,5.66666666666667,0,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
113,lxyakoAmWjg,QL0RN1QM,2026-04-03 17:18:35,2026-04-03 17:22:41,246,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,175.17.6.222,125.3090710,43.9563050,吉林省,长春市,MOBILE,Android,Chrome,360px*798px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,50,,,1,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.8,6,7,7,6,6,6,6.33333333333333,1,50,自由职业 / 自雇,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,高中及以下
114,gnX41ymPYkJ,QL0d4wDL,2026-04-03 17:19:51,2026-04-03 17:22:37,166,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,112.96.45.136,113.6503070,23.2294440,广东省,广州市,MOBILE,Android,Chrome,375px*828px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,1,,1,1,5,7,5,5.66666666666667,5,6,5,5.33333333333333,5,6,6,5.66666666666667,5,6,6,5,6,5.6,7,6,6,5,6,6,6,1,34,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
115,vNaPRvgo93X,QL0OjqJ7,2026-04-03 17:19:01,2026-04-03 17:22:35,214,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,202.116.155.203,116.3314560,22.9729730,广东省,广州市,MOBILE,Android,Chrome,360px*792px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,5,6,5,5.33333333333333,5,6,5,5.33333333333333,3,4,3,3.33333333333333,5,5,6,5,6,5.4,5,5,4,4,5,5,4.66666666666667,0,18,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
116,lxyak4NbY0q,ve8J0jw7,2026-04-03 17:19:06,2026-04-03 17:22:30,204,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,112.96.113.92,113.4344580,22.5337770,广东省,中山市,MOBILE,Android,Chrome,384px*792px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,90,1,,,,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6.83333333333333,0,42,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
117,vNaPRvAJkWQ,kM1nVvO7,2026-04-03 17:19:08,2026-04-03 17:22:30,202,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,101.82.165.89,121.3183651,31.2136485,上海市,市辖区,MOBILE,iOS,Apple WebKit,393px*852px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,,1,1,0,6,7,5,6,5,7,5,5.66666666666667,5,6,5,5.33333333333333,5,5,6,4,5,5,5,7,7,6,6,5,6,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
118,XONEZGjAomo,27a5WNN7,2026-04-03 17:18:36,2026-04-03 17:22:29,233,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.225.251.50,115.4810930,38.8872880,河北省,保定市,MOBILE,Android,Chrome,407px*904px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,,,1,,1,1,6,6,7,6.33333333333333,5,6,6,5.66666666666667,7,6,6,6.33333333333333,6,6,5,5,6,5.6,6,6,7,6,6,5,6,1,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,三线及以下城市,本科
119,bNPBZP0zpG6,z7A8bbAM,2026-04-03 17:19:06,2026-04-03 17:22:27,201,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.191.176,112.6229520,26.8909980,湖南省,衡阳市,MOBILE,Android,Chrome,366px*801px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,40,,1,,,0,0,5,6,6,5.66666666666667,5,6,4,5,5,5,6,5.33333333333333,5,6,6,5,6,5.6,5,6,4,7,4,5,5.16666666666667,0,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
120,mn8jQ8QBNwD,oe4DRE1e,2026-04-03 17:18:59,2026-04-03 17:22:25,206,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.33.226.198,117.2178433,39.0116788,天津市,市辖区,MOBILE,iOS,Apple WebKit,440px*956px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,10,,,,1,1,0,7,7,7,7,7,7,7,7,5,4,2,3.66666666666667,5,3,6,6,4,4.8,7,7,7,3,3,2,4.83333333333333,1,27,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,高中及以下
121,Q453Zn90GjG,kM13PN2L,2026-04-03 17:19:12,2026-04-03 17:22:13,181,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,112.224.176.102,118.4587122,36.7099623,山东省,潍坊市,MOBILE,iOS,Apple WebKit,375px*812px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,1,,,0,0,7,6,6,6.33333333333333,7,6,6,6.33333333333333,5,6,6,5.66666666666667,7,6,6,5,7,6.2,6,7,7,6,6,5,6.16666666666667,1,40,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,硕士及以上
122,mn8jQVG48Ox,AM9Q9gWM,2026-04-03 17:18:45,2026-04-03 17:22:08,203,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.67.80,110.2534820,25.2632070,广西壮族自治区,柳州市,MOBILE,Android,Chrome,412px*892px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,120,1,,,,0,1,6,7,5,6,6,7,5,6,7,6,7,6.66666666666667,6,7,5,7,6,6.2,7,5,6,7,5,7,6.16666666666667,1,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,二线城市,硕士及以上
123,nNq4yoJBvG2,eEKnQg97,2026-04-03 17:18:46,2026-04-03 17:22:02,196,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,120.235.215.218,114.4120250,23.1171170,广东省,惠州市,MOBILE,Android,Chrome,360px*770px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,,,1,1,0,6,7,6,6.33333333333333,6,7,5,6,5,6,7,6,7,6,6,7,6,6.4,6,7,7,5,6,6,6.16666666666667,0,40,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
124,NRjEZXEJKnr,kMryzg0e,2026-04-03 17:18:43,2026-04-03 17:21:58,195,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,36.63.72.20,117.0250880,30.5137690,安徽省,安庆市,MOBILE,Android,Chrome,320px*712px,"Stimuli D. human loss,Stimuli D. human loss",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,,,,1,0,0,7,6,7,6.66666666666667,7,6,7,6.66666666666667,7,7,6,6.66666666666667,5,6,6,5,7,5.8,5,7,6,7,7,6,6.33333333333333,1,39,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
125,NRjEZybrvAb,MDP6O6QM,2026-04-03 17:18:59,2026-04-03 17:21:45,166,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,43.250.244.186,111.3287970,24.5445160,广西壮族自治区,贺州市,MOBILE,Android,Chrome,360px*780px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,1,,,0,1,6,6,6,6,5,5,6,5.33333333333333,5,6,6,5.66666666666667,6,6,5,6,6,5.8,6,6,5,5,5,5,5.33333333333333,1,43,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,二线城市,本科
126,oBgp83KVGyR,RMWrZKGe,2026-04-03 17:18:31,2026-04-03 17:21:40,189,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,117.25.101.6,119.1313690,26.1500050,福建省,福州市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,45,,,1,,1,1,5,6,6,5.66666666666667,5,6,5,5.33333333333333,5,6,6,5.66666666666667,5,5,6,6,7,5.8,5,5,6,5,6,7,5.66666666666667,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
127,XONEZajdjyw,7Axk9AoM,2026-04-03 17:18:31,2026-04-03 17:21:39,188,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,27.223.108.11,120.3823170,36.0665480,山东省,青岛市,MOBILE,Android,Chrome,360px*804px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,1,,,,0,1,6,6,7,6.33333333333333,6,6,6,6,5,5,6,5.33333333333333,6,6,6,6,7,6.2,7,7,7,5,5,5,6,1,45,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
128,mn8jQJGDRnO,eyP4wd9L,2026-04-03 17:18:41,2026-04-03 17:21:38,177,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.47.64.205,111.2847710,30.6984060,湖北省,宜昌市,MOBILE,Android,Chrome,360px*800px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,1,,,,0,1,6,7,7,6.66666666666667,5,6,6,5.66666666666667,6,5,6,5.66666666666667,6,7,7,6,6,6.4,7,7,6,6,6,5,6.16666666666667,1,55,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,三线及以下城市,本科
129,mn8jQJ8PDX4,2MdpOw6M,2026-04-03 17:18:40,2026-04-03 17:21:37,177,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.91.40,109.2218400,23.7117120,广西壮族自治区,来宾市,MOBILE,Android,Chrome,377px*831px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,1,,,0,0,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4.66666666666667,0,25,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,三线及以下城市,本科
130,vNaPRmK4mQQ,Lz9zWpz7,2026-04-03 17:18:54,2026-04-03 17:21:33,159,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.211.70,121.2508118,31.3317075,上海市,市辖区,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,120,,1,,,0,0,6,5,5,5.33333333333333,6,5,5,5.33333333333333,6,5,6,5.66666666666667,6,7,6,6,7,6.4,5,6,6,7,6,5,5.83333333333333,0,31,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
131,lxyakvKyrzg,7j9PpWdM,2026-04-03 17:18:40,2026-04-03 17:21:32,172,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.68.182,114.0579390,22.5435270,广东省,深圳市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,6,6,6,6,5,5,6,5.33333333333333,5,5,5,5,5,5,6,5,6,5.4,5,5,5,4,5,5,4.83333333333333,0,24,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
132,NRjEZN83Kvg,LVJvY9aL,2026-04-03 17:18:36,2026-04-03 17:21:31,175,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,175.167.129.194,123.4080950,41.9013620,辽宁省,沈阳市,MOBILE,Android,Chrome,360px*804px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,1,,0,1,6,7,7,6.66666666666667,6,7,6,6.33333333333333,5,6,6,5.66666666666667,6,6,7,6,6,6.2,6,7,7,6,7,6,6.5,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,硕士及以上
133,XONEZ8dqED8,yevkOzAM,2026-04-03 17:18:40,2026-04-03 17:21:14,154,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,117.182.49.98,108.2268598,22.8418062,广西壮族自治区,南宁市,MOBILE,iOS,Apple WebKit,414px*896px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,1,,,,0,1,5,6,5,5.33333333333333,5,5,6,5.33333333333333,6,5,6,5.66666666666667,4,5,4,5,4,4.4,5,6,7,5,5,5,5.5,0,42,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,本科
134,Q453ZVr49Gv,z7loZJJM,2026-04-03 17:18:32,2026-04-03 17:21:05,153,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,123.132.171.17,116.4850990,37.1711710,山东省,德州市,MOBILE,Android,Chrome,777px*1164px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,1,,,,0,1,6,5,6,5.66666666666667,5,5,6,5.33333333333333,3,4,4,3.66666666666667,5,5,6,5,6,5.4,5,5,6,4,5,5,5,0,24,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,本科
135,bNPBZO3jZkR,M6B68G3M,2026-04-03 17:18:30,2026-04-03 17:20:57,147,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,10.52.101.105,113.6362447,24.1658243,广东省,清远市,MOBILE,iOS,Apple WebKit,414px*896px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,,1,,1,1,6,7,7,6.66666666666667,6,6,6,6,6,5,6,5.66666666666667,5,6,5,6,6,5.6,6,6,6,6,6,6,6,1,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,三线及以下城市,副学士 / 大专
136,mn8jQ3g9Jnx,o7jzxln7,2026-04-03 17:18:29,2026-04-03 17:20:54,145,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,114.240.219.91,116.1269260,39.7416910,北京市,市辖区,MOBILE,Android,Chrome,691px*829px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,,1,,1,1,7,6,7,6.66666666666667,6,7,6,6.33333333333333,4,5,5,4.66666666666667,4,4,5,4,4,4.2,7,7,7,6,5,5,6.16666666666667,1,41,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
137,vNaPR3KEnVX,o7jQ6vXM,2026-04-03 17:15:42,2026-04-03 17:19:52,250,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,123.173.51.167,125.3864217,43.8717711,吉林省,长春市,MOBILE,iOS,WeChat,428px*926px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,90分钟以上,,,,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,3,4.6,7,7,7,7,5,3,6,0,57,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,二线城市,本科
138,NRjEZWlrQBJ,MDPnxKgM,2026-04-03 17:08:03,2026-04-03 17:17:11,548,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,113.84.129.18,114.2982120,22.7207210,广东省,深圳市,MOBILE,Android,Chrome,385px*854px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,,1,,1,1,5,6,6,5.66666666666667,5,6,6,5.66666666666667,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,1,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
